"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","HASC_2","CCN_2","CCA_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
81,33,"BRA","Brazil",2,"Alagoas",81,"Novo Lino","",NA,"","Município","Municipality","",""
82,33,"BRA","Brazil",2,"Alagoas",82,"Olho d'Água das Flores","",NA,"","Município","Municipality","",""
83,33,"BRA","Brazil",2,"Alagoas",83,"Olho d'Água do Casado","",NA,"","Município","Municipality","",""
84,33,"BRA","Brazil",2,"Alagoas",84,"Olho d'Água Grande","",NA,"","Município","Municipality","",""
85,33,"BRA","Brazil",2,"Alagoas",85,"Olivença","",NA,"","Município","Municipality","",""
86,33,"BRA","Brazil",2,"Alagoas",86,"Ouro Branco","",NA,"","Município","Municipality","",""
87,33,"BRA","Brazil",2,"Alagoas",87,"Pão de Açúcar","",NA,"","Município","Municipality","",""
88,33,"BRA","Brazil",2,"Alagoas",88,"Palestina","",NA,"","Município","Municipality","",""
89,33,"BRA","Brazil",2,"Alagoas",89,"Palmeira dos índios","",NA,"","Município","Municipality","",""
90,33,"BRA","Brazil",2,"Alagoas",90,"Pariconha","",NA,"","Município","Municipality","",""
91,33,"BRA","Brazil",2,"Alagoas",91,"Paripueira","",NA,"","Município","Municipality","",""
92,33,"BRA","Brazil",2,"Alagoas",92,"Passo de Camaragibe","",NA,"","Município","Municipality","",""
93,33,"BRA","Brazil",2,"Alagoas",93,"Paulo Jacinto","",NA,"","Município","Municipality","",""
94,33,"BRA","Brazil",2,"Alagoas",94,"Penedo","",NA,"","Município","Municipality","",""
95,33,"BRA","Brazil",2,"Alagoas",95,"Piaçabuçu","",NA,"","Município","Municipality","",""
96,33,"BRA","Brazil",2,"Alagoas",96,"Pilar","",NA,"","Município","Municipality","",""
97,33,"BRA","Brazil",2,"Alagoas",97,"Pindoba","",NA,"","Município","Municipality","",""
98,33,"BRA","Brazil",2,"Alagoas",98,"Piranhas","",NA,"","Município","Municipality","",""
99,33,"BRA","Brazil",2,"Alagoas",99,"Poço das Trincheiras","",NA,"","Município","Municipality","",""
100,33,"BRA","Brazil",2,"Alagoas",100,"Porto Calvo","",NA,"","Município","Municipality","",""
101,33,"BRA","Brazil",2,"Alagoas",101,"Porto de Pedras","",NA,"","Município","Municipality","",""
102,33,"BRA","Brazil",2,"Alagoas",102,"Porto Real do Colégio","",NA,"","Município","Municipality","",""
103,33,"BRA","Brazil",2,"Alagoas",103,"Quebrangulo","",NA,"","Município","Municipality","",""
104,33,"BRA","Brazil",2,"Alagoas",104,"Rio Largo","",NA,"","Município","Municipality","",""
105,33,"BRA","Brazil",2,"Alagoas",105,"Roteiro","",NA,"","Município","Municipality","",""
106,33,"BRA","Brazil",2,"Alagoas",106,"São Brás","",NA,"","Município","Municipality","",""
107,33,"BRA","Brazil",2,"Alagoas",107,"São José da Laje","",NA,"","Município","Municipality","",""
108,33,"BRA","Brazil",2,"Alagoas",108,"São José da Tapera","",NA,"","Município","Municipality","",""
109,33,"BRA","Brazil",2,"Alagoas",109,"São Luís do Quitunde","",NA,"","Município","Municipality","",""
110,33,"BRA","Brazil",2,"Alagoas",110,"São Miguel dos Campos","",NA,"","Município","Municipality","",""
111,33,"BRA","Brazil",2,"Alagoas",111,"São Miguel dos Milagres","",NA,"","Município","Municipality","",""
112,33,"BRA","Brazil",2,"Alagoas",112,"São Sebastião","",NA,"","Município","Municipality","",""
113,33,"BRA","Brazil",2,"Alagoas",113,"Santa Luzia do Norte","",NA,"","Município","Municipality","",""
114,33,"BRA","Brazil",2,"Alagoas",114,"Santana do Ipanema","",NA,"","Município","Municipality","",""
115,33,"BRA","Brazil",2,"Alagoas",115,"Santana do Mundaú","",NA,"","Município","Municipality","",""
116,33,"BRA","Brazil",2,"Alagoas",116,"Satuba","",NA,"","Município","Municipality","",""
117,33,"BRA","Brazil",2,"Alagoas",117,"Senador Rui Palmeira","",NA,"","Município","Municipality","",""
118,33,"BRA","Brazil",2,"Alagoas",118,"Tanque d'Arca","",NA,"","Município","Municipality","",""
119,33,"BRA","Brazil",2,"Alagoas",119,"Taquarana","",NA,"","Município","Municipality","",""
120,33,"BRA","Brazil",2,"Alagoas",120,"Teotônio Vilela","",NA,"","Município","Municipality","",""
121,33,"BRA","Brazil",2,"Alagoas",121,"Traipu","",NA,"","Município","Municipality","",""
122,33,"BRA","Brazil",2,"Alagoas",122,"União dos Palmares","",NA,"","Município","Municipality","",""
123,33,"BRA","Brazil",2,"Alagoas",123,"Viçosa","",NA,"","Município","Municipality","",""
124,33,"BRA","Brazil",3,"Amapá",124,"Amapá","",NA,"","Município","Municipality","",""
125,33,"BRA","Brazil",3,"Amapá",125,"Calçoene","",NA,"","Município","Municipality","",""
126,33,"BRA","Brazil",3,"Amapá",126,"Cutias","",NA,"","Município","Municipality","",""
127,33,"BRA","Brazil",3,"Amapá",127,"Ferreira Gomes","",NA,"","Município","Municipality","",""
128,33,"BRA","Brazil",3,"Amapá",128,"Itaubal","",NA,"","Município","Municipality","",""
129,33,"BRA","Brazil",3,"Amapá",129,"Laranjal do Jari","",NA,"","Município","Municipality","",""
130,33,"BRA","Brazil",3,"Amapá",130,"Macapa","",NA,"","Município","Municipality","",""
131,33,"BRA","Brazil",3,"Amapá",131,"Mazagão","",NA,"","Município","Municipality","",""
132,33,"BRA","Brazil",3,"Amapá",132,"Oiapoque","",NA,"","Município","Municipality","",""
133,33,"BRA","Brazil",3,"Amapá",133,"Pedra Branca do Amaparí","",NA,"","Município","Municipality","",""
134,33,"BRA","Brazil",3,"Amapá",134,"Porto Grande","",NA,"","Município","Municipality","",""
135,33,"BRA","Brazil",3,"Amapá",135,"Pracuúba","",NA,"","Município","Municipality","",""
136,33,"BRA","Brazil",3,"Amapá",136,"Santana","",NA,"","Município","Municipality","",""
137,33,"BRA","Brazil",3,"Amapá",137,"Serra do Navio","",NA,"","Município","Municipality","",""
138,33,"BRA","Brazil",3,"Amapá",138,"Tartarugalzinho","",NA,"","Município","Municipality","",""
139,33,"BRA","Brazil",3,"Amapá",139,"Vitória do Jari","",NA,"","Município","Municipality","",""
140,33,"BRA","Brazil",4,"Amazonas",140,"Alvarães","",NA,"","Município","Municipality","",""
141,33,"BRA","Brazil",4,"Amazonas",141,"Amaturá","",NA,"","Município","Municipality","",""
142,33,"BRA","Brazil",4,"Amazonas",142,"Anamã","",NA,"","Município","Municipality","",""
143,33,"BRA","Brazil",4,"Amazonas",143,"Anori","",NA,"","Município","Municipality","",""
144,33,"BRA","Brazil",4,"Amazonas",144,"Apuí","",NA,"","Município","Municipality","",""
145,33,"BRA","Brazil",4,"Amazonas",145,"Atalaia do Norte","",NA,"","Município","Municipality","",""
146,33,"BRA","Brazil",4,"Amazonas",146,"Autazes","",NA,"","Município","Municipality","",""
147,33,"BRA","Brazil",4,"Amazonas",147,"Barcelos","",NA,"","Município","Municipality","",""
148,33,"BRA","Brazil",4,"Amazonas",148,"Barreirinha","",NA,"","Município","Municipality","",""
149,33,"BRA","Brazil",4,"Amazonas",149,"Benjamin Constant","",NA,"","Município","Municipality","",""
150,33,"BRA","Brazil",4,"Amazonas",150,"Beruri","",NA,"","Município","Municipality","",""
151,33,"BRA","Brazil",4,"Amazonas",151,"Boa Vista do Ramos","",NA,"","Município","Municipality","",""
152,33,"BRA","Brazil",4,"Amazonas",152,"Boca do Acre","",NA,"","Município","Municipality","",""
153,33,"BRA","Brazil",4,"Amazonas",153,"Borba","",NA,"","Município","Municipality","",""
154,33,"BRA","Brazil",4,"Amazonas",154,"Caapiranga","",NA,"","Município","Municipality","",""
155,33,"BRA","Brazil",4,"Amazonas",155,"Canutama","",NA,"","Município","Municipality","",""
156,33,"BRA","Brazil",4,"Amazonas",156,"Carauari","",NA,"","Município","Municipality","",""
157,33,"BRA","Brazil",4,"Amazonas",157,"Careiro da Várzea","",NA,"","Município","Municipality","",""
158,33,"BRA","Brazil",4,"Amazonas",158,"Careiro","",NA,"","Município","Municipality","",""
159,33,"BRA","Brazil",4,"Amazonas",159,"Coari","",NA,"","Município","Municipality","",""
160,33,"BRA","Brazil",4,"Amazonas",160,"Codajás","",NA,"","Município","Municipality","",""
161,33,"BRA","Brazil",4,"Amazonas",161,"Eirunepé","",NA,"","Município","Municipality","",""
162,33,"BRA","Brazil",4,"Amazonas",162,"Envira","",NA,"","Município","Municipality","",""
163,33,"BRA","Brazil",4,"Amazonas",163,"Fonte Boa","",NA,"","Município","Municipality","",""
164,33,"BRA","Brazil",4,"Amazonas",164,"Guajará","",NA,"","Município","Municipality","",""
165,33,"BRA","Brazil",4,"Amazonas",165,"Humaitá","",NA,"","Município","Municipality","",""
166,33,"BRA","Brazil",4,"Amazonas",166,"Ipixuna","",NA,"","Município","Municipality","",""
167,33,"BRA","Brazil",4,"Amazonas",167,"Iranduba","",NA,"","Município","Municipality","",""
168,33,"BRA","Brazil",4,"Amazonas",168,"Itacoatiara","",NA,"","Município","Municipality","",""
169,33,"BRA","Brazil",4,"Amazonas",169,"Itamarati","",NA,"","Município","Municipality","",""
170,33,"BRA","Brazil",4,"Amazonas",170,"Japurá","",NA,"","Município","Municipality","",""
171,33,"BRA","Brazil",4,"Amazonas",171,"Juruá","",NA,"","Município","Municipality","",""
172,33,"BRA","Brazil",4,"Amazonas",172,"Jutaí","",NA,"","Município","Municipality","",""
173,33,"BRA","Brazil",4,"Amazonas",173,"Lábrea","",NA,"","Município","Municipality","",""
174,33,"BRA","Brazil",4,"Amazonas",174,"Manacapuru","",NA,"","Município","Municipality","",""
175,33,"BRA","Brazil",4,"Amazonas",175,"Manaquiri","",NA,"","Município","Municipality","",""
176,33,"BRA","Brazil",4,"Amazonas",176,"Manicore","",NA,"","Município","Municipality","",""
177,33,"BRA","Brazil",4,"Amazonas",177,"Maraã","",NA,"","Município","Municipality","",""
178,33,"BRA","Brazil",4,"Amazonas",178,"Maués","",NA,"","Município","Municipality","",""
179,33,"BRA","Brazil",4,"Amazonas",179,"Nhamundá","",NA,"","Município","Municipality","",""
180,33,"BRA","Brazil",4,"Amazonas",180,"Nova Olinda do Norte","",NA,"","Município","Municipality","",""
181,33,"BRA","Brazil",4,"Amazonas",181,"Novo Airão","",NA,"","Município","Municipality","",""
182,33,"BRA","Brazil",4,"Amazonas",182,"Novo Aripuanã","",NA,"","Município","Municipality","",""
183,33,"BRA","Brazil",4,"Amazonas",183,"Parintins","",NA,"","Município","Municipality","",""
184,33,"BRA","Brazil",4,"Amazonas",184,"Pauini","",NA,"","Município","Municipality","",""
185,33,"BRA","Brazil",4,"Amazonas",185,"Presidente Figueiredo","",NA,"","Município","Municipality","",""
186,33,"BRA","Brazil",4,"Amazonas",186,"Rio Preto da Eva","",NA,"","Município","Municipality","",""
187,33,"BRA","Brazil",4,"Amazonas",187,"São Gabriel de Cahoeira","",NA,"","Município","Municipality","",""
188,33,"BRA","Brazil",4,"Amazonas",188,"São Paulo de Olivença","",NA,"","Município","Municipality","",""
189,33,"BRA","Brazil",4,"Amazonas",189,"São Sebastião do Uatumã","",NA,"","Município","Municipality","",""
190,33,"BRA","Brazil",4,"Amazonas",190,"Santa Isabel do Rio Negro","",NA,"","Município","Municipality","",""
191,33,"BRA","Brazil",4,"Amazonas",191,"Santo Antônio do Içá","",NA,"","Município","Municipality","",""
192,33,"BRA","Brazil",4,"Amazonas",192,"Silves","",NA,"","Município","Municipality","",""
193,33,"BRA","Brazil",4,"Amazonas",193,"Tabatinga","",NA,"","Município","Municipality","",""
194,33,"BRA","Brazil",4,"Amazonas",194,"Tapauá","",NA,"","Município","Municipality","",""
195,33,"BRA","Brazil",4,"Amazonas",195,"Tefé","",NA,"","Município","Municipality","",""
196,33,"BRA","Brazil",4,"Amazonas",196,"Tonantins","",NA,"","Município","Municipality","",""
197,33,"BRA","Brazil",4,"Amazonas",197,"Uarini","",NA,"","Município","Municipality","",""
198,33,"BRA","Brazil",4,"Amazonas",198,"Urucará","",NA,"","Município","Municipality","",""
199,33,"BRA","Brazil",4,"Amazonas",199,"Urucurituba","",NA,"","Município","Municipality","",""
200,33,"BRA","Brazil",5,"Bahia",200,"Érico Cardoso","",NA,"","Município","Municipality","",""
201,33,"BRA","Brazil",5,"Bahia",201,"Água Fria","",NA,"","Município","Municipality","",""
202,33,"BRA","Brazil",5,"Bahia",202,"Abaíra","",NA,"","Município","Municipality","",""
203,33,"BRA","Brazil",5,"Bahia",203,"Abaré","",NA,"","Município","Municipality","",""
204,33,"BRA","Brazil",5,"Bahia",204,"Acajutiba","",NA,"","Município","Municipality","",""
205,33,"BRA","Brazil",5,"Bahia",205,"Adustina","",NA,"","Município","Municipality","",""
206,33,"BRA","Brazil",5,"Bahia",206,"Aiquara","",NA,"","Município","Municipality","",""
207,33,"BRA","Brazil",5,"Bahia",207,"Alagoinhas","",NA,"","Município","Municipality","",""
208,33,"BRA","Brazil",5,"Bahia",208,"Alcobaca","",NA,"","Município","Municipality","",""
209,33,"BRA","Brazil",5,"Bahia",209,"Almadina","",NA,"","Município","Municipality","",""
210,33,"BRA","Brazil",5,"Bahia",210,"Amélia Rodrigues","",NA,"","Município","Municipality","",""
211,33,"BRA","Brazil",5,"Bahia",211,"América dourada","",NA,"","Município","Municipality","",""
212,33,"BRA","Brazil",5,"Bahia",212,"Amargosa","",NA,"","Município","Municipality","",""
213,33,"BRA","Brazil",5,"Bahia",213,"Anagé","",NA,"","Município","Municipality","",""
214,33,"BRA","Brazil",5,"Bahia",214,"Andarai","",NA,"","Município","Municipality","",""
215,33,"BRA","Brazil",5,"Bahia",215,"Andorinha","",NA,"","Município","Municipality","",""
216,33,"BRA","Brazil",5,"Bahia",216,"Angical","",NA,"","Município","Municipality","",""
217,33,"BRA","Brazil",5,"Bahia",217,"Anguera","",NA,"","Município","Municipality","",""
218,33,"BRA","Brazil",5,"Bahia",218,"Antônio Cardoso","",NA,"","Município","Municipality","",""
219,33,"BRA","Brazil",5,"Bahia",219,"Antônio Gonçalves","",NA,"","Município","Municipality","",""
220,33,"BRA","Brazil",5,"Bahia",220,"Antas","",NA,"","Município","Municipality","",""
221,33,"BRA","Brazil",5,"Bahia",221,"Aporá","",NA,"","Município","Municipality","",""
222,33,"BRA","Brazil",5,"Bahia",222,"Apuarema","",NA,"","Município","Municipality","",""
223,33,"BRA","Brazil",5,"Bahia",223,"Araças","",NA,"","Município","Municipality","",""
224,33,"BRA","Brazil",5,"Bahia",224,"Aracatu","",NA,"","Município","Municipality","",""
225,33,"BRA","Brazil",5,"Bahia",225,"Araci","",NA,"","Município","Municipality","",""
226,33,"BRA","Brazil",5,"Bahia",226,"Aramari","",NA,"","Município","Municipality","",""
227,33,"BRA","Brazil",5,"Bahia",227,"Arataca","",NA,"","Município","Municipality","",""
228,33,"BRA","Brazil",5,"Bahia",228,"Aratuípe","",NA,"","Município","Municipality","",""
229,33,"BRA","Brazil",5,"Bahia",229,"Aratuipe","",NA,"","Município","Municipality","",""
230,33,"BRA","Brazil",5,"Bahia",230,"Aurelino Leal","",NA,"","Município","Municipality","",""
231,33,"BRA","Brazil",5,"Bahia",231,"Baianópolis","",NA,"","Município","Municipality","",""
232,33,"BRA","Brazil",5,"Bahia",232,"Baixa Grande","",NA,"","Município","Municipality","",""
233,33,"BRA","Brazil",5,"Bahia",233,"Banzaê","",NA,"","Município","Municipality","",""
234,33,"BRA","Brazil",5,"Bahia",234,"Barra da Choça","",NA,"","Município","Municipality","",""
235,33,"BRA","Brazil",5,"Bahia",235,"Barra da Estiva","",NA,"","Município","Municipality","",""
236,33,"BRA","Brazil",5,"Bahia",236,"Barra do Mendes","",NA,"","Município","Municipality","",""
237,33,"BRA","Brazil",5,"Bahia",237,"Barra do Rocha","",NA,"","Município","Municipality","",""
238,33,"BRA","Brazil",5,"Bahia",238,"Barra","",NA,"","Município","Municipality","",""
239,33,"BRA","Brazil",5,"Bahia",239,"Barreiras","",NA,"","Município","Municipality","",""
240,33,"BRA","Brazil",5,"Bahia",240,"Barro Alto","",NA,"","Município","Municipality","",""
241,33,"BRA","Brazil",5,"Bahia",241,"Barro Preto","",NA,"","Município","Municipality","",""
242,33,"BRA","Brazil",5,"Bahia",242,"Belmonte","",NA,"","Município","Municipality","",""
243,33,"BRA","Brazil",5,"Bahia",243,"Belo Campo","",NA,"","Município","Municipality","",""
244,33,"BRA","Brazil",5,"Bahia",244,"Biritinga","",NA,"","Município","Municipality","",""
245,33,"BRA","Brazil",5,"Bahia",245,"Boa Nova","",NA,"","Município","Municipality","",""
246,33,"BRA","Brazil",5,"Bahia",246,"Boa Vista do Tupim","",NA,"","Município","Municipality","",""
247,33,"BRA","Brazil",5,"Bahia",247,"Bom Jesus da Lapa","",NA,"","Município","Municipality","",""
248,33,"BRA","Brazil",5,"Bahia",248,"Bom Jesus da Serra","",NA,"","Município","Municipality","",""
249,33,"BRA","Brazil",5,"Bahia",249,"Boninal","",NA,"","Município","Municipality","",""
250,33,"BRA","Brazil",5,"Bahia",250,"Bonito","",NA,"","Município","Municipality","",""
251,33,"BRA","Brazil",5,"Bahia",251,"Boquira","",NA,"","Município","Municipality","",""
252,33,"BRA","Brazil",5,"Bahia",252,"Botuporã","",NA,"","Município","Municipality","",""
253,33,"BRA","Brazil",5,"Bahia",253,"Brejões","",NA,"","Município","Municipality","",""
254,33,"BRA","Brazil",5,"Bahia",254,"Brejolândia","",NA,"","Município","Municipality","",""
255,33,"BRA","Brazil",5,"Bahia",255,"Brotas de Macaúbas","",NA,"","Município","Municipality","",""
256,33,"BRA","Brazil",5,"Bahia",256,"Brumado","",NA,"","Município","Municipality","",""
257,33,"BRA","Brazil",5,"Bahia",257,"Buerarema","",NA,"","Município","Municipality","",""
258,33,"BRA","Brazil",5,"Bahia",258,"Buritirama","",NA,"","Município","Municipality","",""
259,33,"BRA","Brazil",5,"Bahia",259,"Cândido Sales","",NA,"","Município","Municipality","",""
260,33,"BRA","Brazil",5,"Bahia",260,"Caém","",NA,"","Município","Municipality","",""
261,33,"BRA","Brazil",5,"Bahia",261,"Caatiba","",NA,"","Município","Municipality","",""
262,33,"BRA","Brazil",5,"Bahia",262,"Cabaceiras do Paraguaçu","",NA,"","Município","Municipality","",""
263,33,"BRA","Brazil",5,"Bahia",263,"Cícero Dantas","",NA,"","Município","Municipality","",""
264,33,"BRA","Brazil",5,"Bahia",264,"Cachoeira","",NA,"","Município","Municipality","",""
265,33,"BRA","Brazil",5,"Bahia",265,"Caculé","",NA,"","Município","Municipality","",""
266,33,"BRA","Brazil",5,"Bahia",266,"Caetanos","",NA,"","Município","Municipality","",""
267,33,"BRA","Brazil",5,"Bahia",267,"Caetité","",NA,"","Município","Municipality","",""
268,33,"BRA","Brazil",5,"Bahia",268,"Cafarnaum","",NA,"","Município","Municipality","",""
269,33,"BRA","Brazil",5,"Bahia",269,"Cairu","",NA,"","Município","Municipality","",""
270,33,"BRA","Brazil",5,"Bahia",270,"Caldeirão Grande","",NA,"","Município","Municipality","",""
271,33,"BRA","Brazil",5,"Bahia",271,"Camaçari","",NA,"","Município","Municipality","",""
272,33,"BRA","Brazil",5,"Bahia",272,"Camacan","",NA,"","Município","Municipality","",""
273,33,"BRA","Brazil",5,"Bahia",273,"Camamu","",NA,"","Município","Municipality","",""
274,33,"BRA","Brazil",5,"Bahia",274,"Campo Alegre de Lourdes","",NA,"","Município","Municipality","",""
275,33,"BRA","Brazil",5,"Bahia",275,"Campo Formoso","",NA,"","Município","Municipality","",""
276,33,"BRA","Brazil",5,"Bahia",276,"Canápolis","",NA,"","Município","Municipality","",""
