"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","CCN_3","CCA_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
56,33,"BRA","Brazil",2,"Alagoas",53,"Flexeiras",56,"Flexeiras",NA,"","Distrito","District","",""
57,33,"BRA","Brazil",2,"Alagoas",54,"Girau do Ponciano",57,"Girau do Ponciano",NA,"","Distrito","District","",""
58,33,"BRA","Brazil",2,"Alagoas",55,"Ibateguara",58,"Ibateguara",NA,"","Distrito","District","",""
59,33,"BRA","Brazil",2,"Alagoas",56,"Igaci",59,"Igaci",NA,"","Distrito","District","",""
60,33,"BRA","Brazil",2,"Alagoas",57,"Igreja Nova",60,"Igreja Nova",NA,"","Distrito","District","",""
61,33,"BRA","Brazil",2,"Alagoas",58,"Inhapi",61,"Inhapi",NA,"","Distrito","District","",""
62,33,"BRA","Brazil",2,"Alagoas",59,"Jacaré dos Homens",62,"Jacaré dos Homens",NA,"","Distrito","District","",""
63,33,"BRA","Brazil",2,"Alagoas",60,"Jacuípe",63,"Jacuípe",NA,"","Distrito","District","",""
64,33,"BRA","Brazil",2,"Alagoas",61,"Japaratinga",64,"Japaratinga",NA,"","Distrito","District","",""
65,33,"BRA","Brazil",2,"Alagoas",62,"Jaramataia",65,"Jaramataia",NA,"","Distrito","District","",""
66,33,"BRA","Brazil",2,"Alagoas",63,"Joaquim Gomes",66,"Joaquim Gomes",NA,"","Distrito","District","",""
67,33,"BRA","Brazil",2,"Alagoas",64,"Jundiá",67,"Jundiá",NA,"","Distrito","District","",""
68,33,"BRA","Brazil",2,"Alagoas",65,"Junqueiro",68,"Junqueiro",NA,"","Distrito","District","",""
69,33,"BRA","Brazil",2,"Alagoas",66,"Lagoa da Canoa",69,"Lagoa da Canoa",NA,"","Distrito","District","",""
70,33,"BRA","Brazil",2,"Alagoas",67,"Limoeiro de Anadia",70,"Limoeiro de Anadia",NA,"","Distrito","District","",""
71,33,"BRA","Brazil",2,"Alagoas",68,"Maceió (capital)",71,"Quarta Regiao",NA,"","Distrito","District","",""
72,33,"BRA","Brazil",2,"Alagoas",68,"Maceió (capital)",72,"Quinta Regiao",NA,"","Distrito","District","",""
73,33,"BRA","Brazil",2,"Alagoas",68,"Maceió (capital)",73,"Segunda Regiao",NA,"","Distrito","District","",""
74,33,"BRA","Brazil",2,"Alagoas",68,"Maceió (capital)",74,"Setima Regiao",NA,"","Distrito","District","",""
75,33,"BRA","Brazil",2,"Alagoas",68,"Maceió (capital)",75,"Sexta Regiao",NA,"","Distrito","District","",""
76,33,"BRA","Brazil",2,"Alagoas",68,"Maceió (capital)",76,"Terceira Regiao",NA,"","Distrito","District","",""
77,33,"BRA","Brazil",2,"Alagoas",69,"Major Isidoro",77,"Major Isidoro",NA,"","Distrito","District","",""
78,33,"BRA","Brazil",2,"Alagoas",69,"Major Isidoro",78,"Riacho do Sertao",NA,"","Distrito","District","",""
79,33,"BRA","Brazil",2,"Alagoas",70,"Mar Vermelho",79,"Mar Vermelho",NA,"","Distrito","District","",""
80,33,"BRA","Brazil",2,"Alagoas",71,"Maragogi",80,"Barra Grande",NA,"","Distrito","District","",""
81,33,"BRA","Brazil",2,"Alagoas",71,"Maragogi",81,"Maragogi",NA,"","Distrito","District","",""
82,33,"BRA","Brazil",2,"Alagoas",72,"Maravilha",82,"Maravilha",NA,"","Distrito","District","",""
83,33,"BRA","Brazil",2,"Alagoas",73,"Marechal deodoro",83,"Marechal deodoro",NA,"","Distrito","District","",""
84,33,"BRA","Brazil",2,"Alagoas",74,"Maribondo",84,"Maribondo",NA,"","Distrito","District","",""
85,33,"BRA","Brazil",2,"Alagoas",75,"Mata Grande",85,"Mata Grande",NA,"","Distrito","District","",""
86,33,"BRA","Brazil",2,"Alagoas",76,"Matriz de Camaragibe",86,"Matriz de Camaragibe",NA,"","Distrito","District","",""
87,33,"BRA","Brazil",2,"Alagoas",77,"Messias",87,"Messias",NA,"","Distrito","District","",""
88,33,"BRA","Brazil",2,"Alagoas",78,"Minador do Negrão",88,"Minador do Negrão",NA,"","Distrito","District","",""
89,33,"BRA","Brazil",2,"Alagoas",79,"Monteirópolis",89,"Monteirópolis",NA,"","Distrito","District","",""
90,33,"BRA","Brazil",2,"Alagoas",80,"Murici",90,"Murici",NA,"","Distrito","District","",""
91,33,"BRA","Brazil",2,"Alagoas",81,"Novo Lino",91,"Novo Lino",NA,"","Distrito","District","",""
92,33,"BRA","Brazil",2,"Alagoas",82,"Olho d'Água das Flores",92,"Olho d'Água das Flores",NA,"","Distrito","District","",""
93,33,"BRA","Brazil",2,"Alagoas",83,"Olho d'Água do Casado",93,"Olho d'Água do Casado",NA,"","Distrito","District","",""
94,33,"BRA","Brazil",2,"Alagoas",84,"Olho d'Água Grande",94,"Olho d'Água Grande",NA,"","Distrito","District","",""
95,33,"BRA","Brazil",2,"Alagoas",85,"Olivença",95,"Olivença",NA,"","Distrito","District","",""
96,33,"BRA","Brazil",2,"Alagoas",86,"Ouro Branco",96,"Ouro Branco",NA,"","Distrito","District","",""
97,33,"BRA","Brazil",2,"Alagoas",87,"Pão de Açúcar",97,"Limoeiro",NA,"","Distrito","District","",""
98,33,"BRA","Brazil",2,"Alagoas",87,"Pão de Açúcar",98,"Pão de Açúcar",NA,"","Distrito","District","",""
99,33,"BRA","Brazil",2,"Alagoas",88,"Palestina",99,"Palestina",NA,"","Distrito","District","",""
100,33,"BRA","Brazil",2,"Alagoas",89,"Palmeira dos índios",100,"Caldeiroes de Cima",NA,"","Distrito","District","",""
101,33,"BRA","Brazil",2,"Alagoas",89,"Palmeira dos índios",101,"Canafistula",NA,"","Distrito","District","",""
102,33,"BRA","Brazil",2,"Alagoas",89,"Palmeira dos índios",102,"Palmeira dos índios",NA,"","Distrito","District","",""
103,33,"BRA","Brazil",2,"Alagoas",90,"Pariconha",103,"Pariconha",NA,"","Distrito","District","",""
104,33,"BRA","Brazil",2,"Alagoas",91,"Paripueira",104,"Paripueira",NA,"","Distrito","District","",""
105,33,"BRA","Brazil",2,"Alagoas",92,"Passo de Camaragibe",105,"Passo de Camaragibe",NA,"","Distrito","District","",""
106,33,"BRA","Brazil",2,"Alagoas",93,"Paulo Jacinto",106,"Paulo Jacinto",NA,"","Distrito","District","",""
107,33,"BRA","Brazil",2,"Alagoas",94,"Penedo",107,"Penedo",NA,"","Distrito","District","",""
108,33,"BRA","Brazil",2,"Alagoas",95,"Piaçabuçu",108,"Feliz Deserto",NA,"","Distrito","District","",""
109,33,"BRA","Brazil",2,"Alagoas",95,"Piaçabuçu",109,"Piaçabuçu",NA,"","Distrito","District","",""
110,33,"BRA","Brazil",2,"Alagoas",96,"Pilar",110,"Pilar",NA,"","Distrito","District","",""
111,33,"BRA","Brazil",2,"Alagoas",97,"Pindoba",111,"Pindoba",NA,"","Distrito","District","",""
112,33,"BRA","Brazil",2,"Alagoas",98,"Piranhas",112,"Entremontes",NA,"","Distrito","District","",""
113,33,"BRA","Brazil",2,"Alagoas",98,"Piranhas",113,"Piranhas",NA,"","Distrito","District","",""
114,33,"BRA","Brazil",2,"Alagoas",99,"Poço das Trincheiras",114,"Poço das Trincheiras",NA,"","Distrito","District","",""
115,33,"BRA","Brazil",2,"Alagoas",100,"Porto Calvo",115,"Porto Calvo",NA,"","Distrito","District","",""
116,33,"BRA","Brazil",2,"Alagoas",101,"Porto de Pedras",116,"Porto de Pedras",NA,"","Distrito","District","",""
117,33,"BRA","Brazil",2,"Alagoas",101,"Porto de Pedras",117,"Tatuamunha",NA,"","Distrito","District","",""
118,33,"BRA","Brazil",2,"Alagoas",102,"Porto Real do Colégio",118,"Porto Real do Colégio",NA,"","Distrito","District","",""
119,33,"BRA","Brazil",2,"Alagoas",103,"Quebrangulo",119,"Quebrangulo",NA,"","Distrito","District","",""
120,33,"BRA","Brazil",2,"Alagoas",104,"Rio Largo",120,"Rio Largo",NA,"","Distrito","District","",""
121,33,"BRA","Brazil",2,"Alagoas",105,"Roteiro",121,"Roteiro",NA,"","Distrito","District","",""
122,33,"BRA","Brazil",2,"Alagoas",106,"São Brás",122,"São Brás",NA,"","Distrito","District","",""
123,33,"BRA","Brazil",2,"Alagoas",107,"São José da Laje",123,"São José da Laje",NA,"","Distrito","District","",""
124,33,"BRA","Brazil",2,"Alagoas",108,"São José da Tapera",124,"São José da Tapera",NA,"","Distrito","District","",""
125,33,"BRA","Brazil",2,"Alagoas",109,"São Luís do Quitunde",125,"São Luís do Quitunde",NA,"","Distrito","District","",""
126,33,"BRA","Brazil",2,"Alagoas",110,"São Miguel dos Campos",126,"São Miguel dos Campos",NA,"","Distrito","District","",""
127,33,"BRA","Brazil",2,"Alagoas",111,"São Miguel dos Milagres",127,"São Miguel dos Milagres",NA,"","Distrito","District","",""
128,33,"BRA","Brazil",2,"Alagoas",112,"São Sebastião",128,"São Sebastião",NA,"","Distrito","District","",""
129,33,"BRA","Brazil",2,"Alagoas",113,"Santa Luzia do Norte",129,"Santa Luzia do Norte",NA,"","Distrito","District","",""
130,33,"BRA","Brazil",2,"Alagoas",114,"Santana do Ipanema",130,"Santana do Ipanema",NA,"","Distrito","District","",""
131,33,"BRA","Brazil",2,"Alagoas",115,"Santana do Mundaú",131,"Munguba",NA,"","Distrito","District","",""
132,33,"BRA","Brazil",2,"Alagoas",115,"Santana do Mundaú",132,"Santana do Mundaú",NA,"","Distrito","District","",""
133,33,"BRA","Brazil",2,"Alagoas",116,"Satuba",133,"Satuba",NA,"","Distrito","District","",""
134,33,"BRA","Brazil",2,"Alagoas",117,"Senador Rui Palmeira",134,"Senador Rui Palmeira",NA,"","Distrito","District","",""
135,33,"BRA","Brazil",2,"Alagoas",118,"Tanque d'Arca",135,"Tanque D'Arca",NA,"","Distrito","District","",""
136,33,"BRA","Brazil",2,"Alagoas",119,"Taquarana",136,"Taquarana",NA,"","Distrito","District","",""
137,33,"BRA","Brazil",2,"Alagoas",120,"Teotônio Vilela",137,"Teotônio Vilela",NA,"","Distrito","District","",""
138,33,"BRA","Brazil",2,"Alagoas",121,"Traipu",138,"Traipu",NA,"","Distrito","District","",""
139,33,"BRA","Brazil",2,"Alagoas",122,"União dos Palmares",139,"Rocha Cavalcante",NA,"","Distrito","District","",""
140,33,"BRA","Brazil",2,"Alagoas",122,"União dos Palmares",140,"União dos Palmares",NA,"","Distrito","District","",""
141,33,"BRA","Brazil",2,"Alagoas",123,"Viçosa",141,"Anel",NA,"","Distrito","District","",""
142,33,"BRA","Brazil",2,"Alagoas",123,"Viçosa",142,"Viçosa",NA,"","Distrito","District","",""
143,33,"BRA","Brazil",3,"Amapá",124,"Amapá",143,"Amapá",NA,"","Distrito","District","",""
144,33,"BRA","Brazil",3,"Amapá",124,"Amapá",144,"Sucuriju",NA,"","Distrito","District","",""
145,33,"BRA","Brazil",3,"Amapá",125,"Calçoene",145,"Calçoene",NA,"","Distrito","District","",""
146,33,"BRA","Brazil",3,"Amapá",125,"Calçoene",146,"Cunani",NA,"","Distrito","District","",""
147,33,"BRA","Brazil",3,"Amapá",125,"Calçoene",147,"Lourenco",NA,"","Distrito","District","",""
148,33,"BRA","Brazil",3,"Amapá",126,"Cutias",148,"Cutias",NA,"","Distrito","District","",""
149,33,"BRA","Brazil",3,"Amapá",127,"Ferreira Gomes",149,"Ferreira Gomes",NA,"","Distrito","District","",""
150,33,"BRA","Brazil",3,"Amapá",128,"Itaubal",150,"Itaubal",NA,"","Distrito","District","",""
151,33,"BRA","Brazil",3,"Amapá",129,"Laranjal do Jari",151,"Laranjal do Jari",NA,"","Distrito","District","",""
152,33,"BRA","Brazil",3,"Amapá",130,"Macapa",152,"Bailique",NA,"","Distrito","District","",""
153,33,"BRA","Brazil",3,"Amapá",130,"Macapa",153,"Carapanantuba",NA,"","Distrito","District","",""
154,33,"BRA","Brazil",3,"Amapá",130,"Macapa",154,"Fazendinha",NA,"","Distrito","District","",""
155,33,"BRA","Brazil",3,"Amapá",130,"Macapa",155,"Macapa",NA,"","Distrito","District","",""
156,33,"BRA","Brazil",3,"Amapá",130,"Macapa",156,"São Joaquim do Pacui",NA,"","Distrito","District","",""
157,33,"BRA","Brazil",3,"Amapá",131,"Mazagão",157,"Carvao",NA,"","Distrito","District","",""
158,33,"BRA","Brazil",3,"Amapá",131,"Mazagão",158,"Mazagão",NA,"","Distrito","District","",""
159,33,"BRA","Brazil",3,"Amapá",131,"Mazagão",159,"Mazagao Velho",NA,"","Distrito","District","",""
160,33,"BRA","Brazil",3,"Amapá",132,"Oiapoque",160,"Clevelandia do Norte",NA,"","Distrito","District","",""
161,33,"BRA","Brazil",3,"Amapá",132,"Oiapoque",161,"Laranjal do Jari",NA,"","Distrito","District","",""
162,33,"BRA","Brazil",3,"Amapá",132,"Oiapoque",162,"Oiapoque",NA,"","Distrito","District","",""
163,33,"BRA","Brazil",3,"Amapá",132,"Oiapoque",163,"Vila Velha",NA,"","Distrito","District","",""
164,33,"BRA","Brazil",3,"Amapá",133,"Pedra Branca do Amaparí",164,"Pedra Branca do Amaparí",NA,"","Distrito","District","",""
165,33,"BRA","Brazil",3,"Amapá",134,"Porto Grande",165,"Porto Grande",NA,"","Distrito","District","",""
166,33,"BRA","Brazil",3,"Amapá",135,"Pracuúba",166,"Pracuúba",NA,"","Distrito","District","",""
167,33,"BRA","Brazil",3,"Amapá",136,"Santana",167,"Igarape do Lago",NA,"","Distrito","District","",""
168,33,"BRA","Brazil",3,"Amapá",136,"Santana",168,"Ilha de Santana",NA,"","Distrito","District","",""
169,33,"BRA","Brazil",3,"Amapá",136,"Santana",169,"Portuario do Igarape da Fortaleza",NA,"","Distrito","District","",""
170,33,"BRA","Brazil",3,"Amapá",136,"Santana",170,"Santana",NA,"","Distrito","District","",""
171,33,"BRA","Brazil",3,"Amapá",137,"Serra do Navio",171,"Serra do Navio",NA,"","Distrito","District","",""
172,33,"BRA","Brazil",3,"Amapá",138,"Tartarugalzinho",172,"Tartarugalzinho",NA,"","Distrito","District","",""
173,33,"BRA","Brazil",3,"Amapá",139,"Vitória do Jari",173,"Vitória do Jari",NA,"","Distrito","District","",""
174,33,"BRA","Brazil",4,"Amazonas",140,"Alvarães",174,"Alvarães",NA,"","Distrito","District","",""
175,33,"BRA","Brazil",4,"Amazonas",141,"Amaturá",175,"Amaturá",NA,"","Distrito","District","",""
176,33,"BRA","Brazil",4,"Amazonas",142,"Anamã",176,"Anamã",NA,"","Distrito","District","",""
177,33,"BRA","Brazil",4,"Amazonas",143,"Anori",177,"Anori",NA,"","Distrito","District","",""
178,33,"BRA","Brazil",4,"Amazonas",144,"Apuí",178,"Apuí",NA,"","Distrito","District","",""
179,33,"BRA","Brazil",4,"Amazonas",145,"Atalaia do Norte",179,"Atalaia do Norte",NA,"","Distrito","District","",""
180,33,"BRA","Brazil",4,"Amazonas",146,"Autazes",180,"Autazes",NA,"","Distrito","District","",""
181,33,"BRA","Brazil",4,"Amazonas",146,"Autazes",181,"Murutinga",NA,"","Distrito","District","",""
182,33,"BRA","Brazil",4,"Amazonas",147,"Barcelos",182,"Barcelos",NA,"","Distrito","District","",""
183,33,"BRA","Brazil",4,"Amazonas",148,"Barreirinha",183,"Ariau",NA,"","Distrito","District","",""
184,33,"BRA","Brazil",4,"Amazonas",148,"Barreirinha",184,"Barreirinha",NA,"","Distrito","District","",""
185,33,"BRA","Brazil",4,"Amazonas",148,"Barreirinha",185,"Cametá",NA,"","Distrito","District","",""
186,33,"BRA","Brazil",4,"Amazonas",148,"Barreirinha",186,"Freguesia do Andira",NA,"","Distrito","District","",""
187,33,"BRA","Brazil",4,"Amazonas",148,"Barreirinha",187,"Pedras",NA,"","Distrito","District","",""
188,33,"BRA","Brazil",4,"Amazonas",149,"Benjamin Constant",188,"Benjamin Constant",NA,"","Distrito","District","",""
189,33,"BRA","Brazil",4,"Amazonas",150,"Beruri",189,"Beruri",NA,"","Distrito","District","",""
190,33,"BRA","Brazil",4,"Amazonas",151,"Boa Vista do Ramos",190,"Boa Vista do Ramos",NA,"","Distrito","District","",""
191,33,"BRA","Brazil",4,"Amazonas",151,"Boa Vista do Ramos",191,"Lago Preto",NA,"","Distrito","District","",""
192,33,"BRA","Brazil",4,"Amazonas",151,"Boa Vista do Ramos",192,"Massauari",NA,"","Distrito","District","",""
193,33,"BRA","Brazil",4,"Amazonas",152,"Boca do Acre",193,"Boca do Acre",NA,"","Distrito","District","",""
194,33,"BRA","Brazil",4,"Amazonas",152,"Boca do Acre",194,"Floriano Peixoto",NA,"","Distrito","District","",""
195,33,"BRA","Brazil",4,"Amazonas",153,"Borba",195,"Borba",NA,"","Distrito","District","",""
196,33,"BRA","Brazil",4,"Amazonas",154,"Caapiranga",196,"Caapiranga",NA,"","Distrito","District","",""
197,33,"BRA","Brazil",4,"Amazonas",155,"Canutama",197,"Canutama",NA,"","Distrito","District","",""
198,33,"BRA","Brazil",4,"Amazonas",156,"Carauari",198,"Carauari",NA,"","Distrito","District","",""
199,33,"BRA","Brazil",4,"Amazonas",157,"Careiro da Várzea",199,"Careiro da Várzea",NA,"","Distrito","District","",""
200,33,"BRA","Brazil",4,"Amazonas",158,"Careiro",200,"Careiro",NA,"","Distrito","District","",""
201,33,"BRA","Brazil",4,"Amazonas",159,"Coari",201,"Coari",NA,"","Distrito","District","",""
202,33,"BRA","Brazil",4,"Amazonas",160,"Codajás",202,"Badajos",NA,"","Distrito","District","",""
203,33,"BRA","Brazil",4,"Amazonas",160,"Codajás",203,"Codajás",NA,"","Distrito","District","",""
204,33,"BRA","Brazil",4,"Amazonas",161,"Eirunepé",204,"Eirunepé",NA,"","Distrito","District","",""
205,33,"BRA","Brazil",4,"Amazonas",162,"Envira",205,"Envira",NA,"","Distrito","District","",""
206,33,"BRA","Brazil",4,"Amazonas",163,"Fonte Boa",206,"Fonte Boa",NA,"","Distrito","District","",""
207,33,"BRA","Brazil",4,"Amazonas",164,"Guajará",207,"Guajará",NA,"","Distrito","District","",""
208,33,"BRA","Brazil",4,"Amazonas",165,"Humaitá",208,"Humaitá",NA,"","Distrito","District","",""
209,33,"BRA","Brazil",4,"Amazonas",166,"Ipixuna",209,"Ipixuna",NA,"","Distrito","District","",""
210,33,"BRA","Brazil",4,"Amazonas",167,"Iranduba",210,"Iranduba",NA,"","Distrito","District","",""
211,33,"BRA","Brazil",4,"Amazonas",168,"Itacoatiara",211,"Amatari",NA,"","Distrito","District","",""
212,33,"BRA","Brazil",4,"Amazonas",168,"Itacoatiara",212,"Itacoatiara",NA,"","Distrito","District","",""
213,33,"BRA","Brazil",4,"Amazonas",169,"Itamarati",213,"Itamarati",NA,"","Distrito","District","",""
214,33,"BRA","Brazil",4,"Amazonas",170,"Japurá",214,"Japurá",NA,"","Distrito","District","",""
215,33,"BRA","Brazil",4,"Amazonas",171,"Juruá",215,"Juruá",NA,"","Distrito","District","",""
216,33,"BRA","Brazil",4,"Amazonas",172,"Jutaí",216,"Jutaí",NA,"","Distrito","District","",""
217,33,"BRA","Brazil",4,"Amazonas",173,"Lábrea",217,"Lábrea",NA,"","Distrito","District","",""
218,33,"BRA","Brazil",4,"Amazonas",174,"Manacapuru",218,"Manacapuru",NA,"","Distrito","District","",""
219,33,"BRA","Brazil",4,"Amazonas",175,"Manaquiri",219,"Manaquiri",NA,"","Distrito","District","",""
220,33,"BRA","Brazil",4,"Amazonas",176,"Manicore",220,"Manicore",NA,"","Distrito","District","",""
221,33,"BRA","Brazil",4,"Amazonas",177,"Maraã",221,"Maraã",NA,"","Distrito","District","",""
222,33,"BRA","Brazil",4,"Amazonas",178,"Maués",222,"Manaus",NA,"","Distrito","District","",""
223,33,"BRA","Brazil",4,"Amazonas",178,"Maués",223,"Maués",NA,"","Distrito","District","",""
224,33,"BRA","Brazil",4,"Amazonas",178,"Maués",224,"Nona R.A.",NA,"","Distrito","District","",""
225,33,"BRA","Brazil",4,"Amazonas",178,"Maués",225,"Oitava R.A.",NA,"","Distrito","District","",""
226,33,"BRA","Brazil",4,"Amazonas",178,"Maués",226,"Osorio da Fonseca",NA,"","Distrito","District","",""
227,33,"BRA","Brazil",4,"Amazonas",178,"Maués",227,"Primeira R.A.",NA,"","Distrito","District","",""
228,33,"BRA","Brazil",4,"Amazonas",178,"Maués",228,"Quarta R.A.",NA,"","Distrito","District","",""
229,33,"BRA","Brazil",4,"Amazonas",178,"Maués",229,"Quinta R.A.",NA,"","Distrito","District","",""
230,33,"BRA","Brazil",4,"Amazonas",178,"Maués",230,"Repartimento",NA,"","Distrito","District","",""
231,33,"BRA","Brazil",4,"Amazonas",178,"Maués",231,"Segunda R.A.",NA,"","Distrito","District","",""
232,33,"BRA","Brazil",4,"Amazonas",178,"Maués",232,"Setima R.A.",NA,"","Distrito","District","",""
233,33,"BRA","Brazil",4,"Amazonas",178,"Maués",233,"Sexta R.A.",NA,"","Distrito","District","",""
234,33,"BRA","Brazil",4,"Amazonas",178,"Maués",234,"Terceira R.A.",NA,"","Distrito","District","",""
235,33,"BRA","Brazil",4,"Amazonas",179,"Nhamundá",235,"Nhamundá",NA,"","Distrito","District","",""
